Timestamp (s),Force (N)
0.0,102.76911777599989
1.0003643035888672,102.76911777599989
2.0005815029144287,99.67990695823194
3.0007164478302,99.74070374750391
4.001126766204834,99.78618473304593
5.001400470733643,99.83584311838189
6.001474618911743,99.85672712744407
7.001940488815308,99.88735773826801
8.002165794372559,99.916131616224
9.00259518623352,99.94815402922177
10.003344297409058,99.98249710914598
11.003700256347656,99.99966864910787
12.004080295562744,100.02148102460403
13.004648923873901,100.03865256456592
14.004855394363403,100.05953657362811
15.00503945350647,100.09248735305984
16.005553007125854,100.105481991546
17.0061297416687,100.12636649892596
18.006510496139526,100.13239963495185
19.00673007965088,100.145394273438
20.00711679458618,100.17602438594372
21.007763624191284,100.19551659283206
22.008201837539673,100.21500830140177
23.008533000946045,100.22893130632188
24.0088894367218,100.24285431124201
25.009072065353394,100.25260041468596
26.00926685333252,100.2739483578058
27.009469509124756,100.29993763477813
28.00970721244812,100.30457896862974
29.010129928588867,100.31850147523208
30.0107581615448,100.33520908113587
31.01108407974243,100.357949823066
32.01136112213135,100.38161843311185
33.01178288459778,100.38393910003788
34.012133836746216,100.38533140052994
35.01259922981262,100.39878997307375
36.01304841041565,100.4206023485699
37.01411986351013,100.44798392603384
38.01470184326172,100.46794006697985
39.01529598236084,100.47582993587409
40.01562285423279,100.47443763538203
41.01619791984558,100.49300147583598
42.016597032547,100.50506774788775
43.0169517993927,100.52409552239979
44.01738500595093,100.54033919424593
45.01757287979126,100.53569786039388
46.017834186553955,100.56075926925003
47.01834416389465,100.56864863982605
48.01849436759949,100.58767641433809
49.01871609687805,100.61366618962776
50.01958703994751,100.61645029229409
51.01995396614075,100.6331578981979
52.02029585838318,100.64615253668404
53.02064061164856,100.65450633963594
54.02121829986572,100.67585478107401
55.02139616012573,100.69024172005179
56.02165198326111,100.69673879013577
57.02182602882385,100.69488255558605
58.022221326828,100.71808723157382
59.02271556854248,100.72690496858381
60.023157358169556,100.74314864042995
61.02376341819763,100.76217641494199
62.02434849739075,100.77424268699376
63.02489709854126,100.78352485638005
64.02562808990479,100.80116033040004
65.02579641342163,100.81554726937782
66.02600431442261,100.82714960737192
67.02647471427917,100.8420004804078
68.0269718170166,100.8447850813919
69.02720046043396,100.86659745688806
70.02755665779114,100.86334892184585
71.02782917022705,100.87123879074011
72.02818965911865,100.88144882824172
73.02862977981567,100.90279677136199
74.02917194366455,100.91393517529801
75.02954435348511,100.91857601083183
76.02980375289917,100.91996831132388
77.0299596786499,100.93157064931799
78.03031086921692,100.94038888464577
79.03045272827148,100.94549365423812
80.03092503547668,100.95756042460809
81.03107786178589,100.96684209567574
82.03158712387085,100.97194736358587
84.02870392799377,100.99004677166394
85.02947664260864,100.99283137264806
86.03003907203674,101.00861061211789
87.03037309646606,101.01789228318599
88.03059506416321,101.0452743589677
89.03128409385681,101.05130749499402
90.03154277801514,101.05826899745387
91.03196406364441,101.06615836802989
92.03233599662781,101.08240154155781
93.03258466720581,101.10003751389601
94.03280425071716,101.117672987916
95.0329978466034,101.12788302541804
96.03334021568298,101.12973925996776
97.03343367576599,101.1283469594757
98.03373312950134,101.14180603033773
99.03414511680603,101.15990543841582
100.0344340801239,101.17429237739402
101.03501915931702,101.18450241489607
102.03558373451233,101.19332015190606
103.03603482246399,101.18403848083798
104.03624725341797,101.19935378624973
105.03661370277405,101.2174531943278
106.03710961341858,101.22209402986206
107.03730607032776,101.21977386125383
108.03782176971436,101.2174531943278
109.03839349746704,101.24205017080807
110.03851413726807,101.2578294102779
111.03875303268433,101.2750009502398
112.03908610343933,101.28242638675773
113.0395724773407,101.2866032882339
114.04007911682129,101.29449315712772
115.04058313369751,101.30099022721211
116.04096245765686,101.30099022721211
117.04143810272217,101.31120026471373
118.04179573059082,101.32001800172372
119.04206442832947,101.318161767174
120.04239821434021,101.3265155701259
121.04272770881653,101.34554334463795
122.04308986663818,101.38035035861982
123.04363822937012,101.37942249050408
124.04394698143005,101.38267102554585
125.04437828063965,101.3924171289898
126.04484748840332,101.39984256550774
127.04523086547852,101.41887034001978
128.0453643798828,101.42397560792992
129.0457363128662,101.43093711038976
130.04611206054688,101.42768807702977
131.04674744606018,101.43372121305609
132.04775714874268,101.43650581403976
133.04816365242004,101.4448596169921
134.0482940673828,101.44578798342606
135.04858922958374,101.45785425547783
136.04867839813232,101.4615672228959
137.0490527153015,101.4648157579381
138.0495526790619,101.46713642486412
139.0499243736267,101.47177726039794
140.05062675476074,101.47688202998987
141.05100536346436,101.48245123195808
142.0512306690216,101.49126896896809
143.051691532135,101.5102972417979
144.05199909210205,101.52468418077612
145.05254912376404,101.54556818983787
146.05287384986877,101.5511373918061
147.0532636642456,101.55206575824006
148.05366206169128,101.56273972979976
149.0543224811554,101.56691663127593
150.05454301834106,101.57294976730181
151.05507898330688,101.58780113865589
152.05513787269592,101.59058573964
153.05527710914612,101.59244197418973
154.0557804107666,101.61703895066998
155.05589151382446,101.62956965509805
156.05636525154114,101.64766906317612
157.05702757835388,101.66112813403772
158.05732250213623,101.6653045371961
159.0575029850006,101.67133817153977
160.05789041519165,101.67458670658198
161.05840301513672,101.68897364555976
162.0586977005005,101.68665297863375
163.0593545436859,101.68572511051799
164.05961918830872,101.6908298801099
165.06007170677185,101.70475288503003
166.06060576438904,101.71867588994972
167.0612382888794,101.72099605855796
168.06131052970886,101.73074216200192
169.06153964996338,101.7367752980278
170.06167459487915,101.74280843405411
171.06194472312927,101.74559303503779
172.0623641014099,101.75301847155572
173.06285285949707,101.75812373946586
174.06331086158752,101.75255453749807
175.06372332572937,101.75255453749807
176.06399059295654,101.76044440639187
177.0643208026886,101.75719537303189
178.06476473808289,101.7650852419257
179.06508374214172,101.78782598385581
180.0658164024353,101.80174849045773
181.06615447998047,101.80314079094978
182.06666135787964,101.8049975238177
183.06722617149353,101.79942832184992
184.06747722625732,101.80778162648404
185.06766295433044,101.82170463140373
186.0681483745575,101.82402529832974
187.06823682785034,101.83562763632385
188.06877613067627,101.84026847185811
189.06899070739746,101.84398143927575
190.0694694519043,101.86115297923808
191.06972789764404,101.87182695079778
192.0700671672821,101.88157305424174
193.07039833068848,101.89781622777011
194.0708122253418,101.90802626527172
195.0711750984192,101.91730843465801
196.07153916358948,101.926126171668
197.07168078422546,101.92241320424993
198.07178020477295,101.9256617392917
199.0719859600067,101.93633620917005
200.0721926689148,101.95072314814784
201.0728635787964,101.95397168319003
202.07308220863342,101.95954088515784
203.07362747192383,101.9544356172477
204.07393550872803,101.95211544863989
205.07445430755615,101.95582791773975
206.07510137557983,101.96139711970798
207.07554483413696,101.98413786163809
208.0758249759674,101.98460179569575
209.07650542259216,102.00177333565807
210.07709312438965,102.00363006852601
211.07744789123535,102.01662470701173
212.07803630828857,102.00827090405983
213.07842755317688,102.01848094156188
214.07879614830017,102.02961934549789
215.08014798164368,102.04818318595184
216.080735206604,102.04725481951787
217.081116437912,102.03658084795774
218.08145570755005,102.03565248152377
219.08174967765808,102.03611641558186
220.08223724365234,102.0430779180417
221.08262181282043,102.05003942050199
222.08309698104858,102.0463264530839
223.08336472511292,102.04354185209979
224.08393836021423,102.04075725111612
225.0845592021942,102.0351885474661
226.08514618873596,102.05096778693596
227.08557987213135,102.05468025603581
228.0859956741333,102.05468025603581
229.08630752563477,102.05885715751198
230.08690333366394,102.06257012493005
231.08749151229858,102.06535472591374
